      Step     Time          Energy          fmax
FIRE:    0 13:24:01  -239255.317220         0.434947
FIRE:    1 13:27:55  -239255.312360         0.455531
FIRE:    2 13:31:34  -239255.302060         0.493070
FIRE:    3 13:35:09  -239255.285520         0.539237
FIRE:    4 13:38:52  -239255.262360         0.580662
FIRE:    5 13:42:31  -239255.233080         0.606839
FIRE:    6 13:46:04  -239255.199690         0.597346
FIRE:    7 13:49:35  -239255.166160         0.536511
FIRE:    8 13:53:45  -239255.136430         0.396387
FIRE:    9 13:57:43  -239255.123820         0.195208
FIRE:   10 14:01:19  -239255.139430         0.257717
FIRE:   11 14:05:05  -239255.139750         0.254515
FIRE:   12 14:08:57  -239255.140310         0.248378
FIRE:   13 14:12:46  -239255.140930         0.239632
FIRE:   14 14:17:00  -239255.141510         0.228714
FIRE:   15 14:20:45  -239255.141840         0.215855
FIRE:   16 14:24:29  -239255.141930         0.201197
FIRE:   17 14:28:27  -239255.141790         0.184571
FIRE:   18 14:32:15  -239255.141550         0.163552
FIRE:   19 14:35:55  -239255.141430         0.136694
FIRE:   20 14:39:30  -239255.141750         0.104541
FIRE:   21 14:43:13  -239255.142730         0.066585
FIRE:   22 14:47:18  -239255.143910         0.068046
FIRE:   23 14:50:54  -239255.144730         0.058113
FIRE:   24 14:54:36  -239255.144770         0.056908
FIRE:   25 14:58:11  -239255.144860         0.054769
FIRE:   26 15:02:14  -239255.144980         0.051780
FIRE:   27 15:06:08  -239255.145110         0.048241
