      Step     Time          Energy          fmax
FIRE:    0 11:53:37  -239254.824490         1.076148
FIRE:    1 11:57:42  -239254.850130         1.039007
FIRE:    2 12:01:26  -239254.897620         0.956999
FIRE:    3 12:05:42  -239254.959300         0.819288
FIRE:    4 12:09:24  -239255.024490         0.619671
FIRE:    5 12:12:56  -239255.081270         0.375633
FIRE:    6 12:16:59  -239255.120660         0.342356
FIRE:    7 12:20:48  -239255.141940         0.432951
FIRE:    8 12:24:34  -239255.153350         0.491596
FIRE:    9 12:29:00  -239255.164850         0.507905
FIRE:   10 12:32:51  -239255.187760         0.484471
FIRE:   11 12:36:34  -239255.227570         0.394266
FIRE:   12 12:40:27  -239255.276230         0.347454
FIRE:   13 12:44:19  -239255.310530         0.334709
FIRE:   14 12:48:29  -239255.311530         0.321039
FIRE:   15 12:52:06  -239255.313210         0.293482
FIRE:   16 12:56:10  -239255.315120         0.252134
FIRE:   17 13:00:29  -239255.316600         0.201005
FIRE:   18 13:04:09  -239255.317220         0.178859
