      Step     Time          Energy          fmax
FIRE:    0 02:36:50   -11865.276438         1.248076
FIRE:    1 02:37:55   -11865.304031         0.901881
FIRE:    2 02:38:58   -11865.327744         0.509438
FIRE:    3 02:40:04   -11865.343904         0.554168
FIRE:    4 02:41:09   -11865.360001         0.572167
FIRE:    5 02:42:17   -11865.376950         0.614900
FIRE:    6 02:43:24   -11865.400586         0.550428
FIRE:    7 02:44:30   -11865.427886         0.396473
FIRE:    8 02:45:36   -11865.455292         0.280905
FIRE:    9 02:46:42   -11865.474812         0.269014
FIRE:   10 02:47:48   -11865.483960         0.350123
FIRE:   11 02:48:54   -11865.487817         0.343844
FIRE:   12 02:50:00   -11865.493384         0.330937
FIRE:   13 02:51:06   -11865.498611         0.308295
FIRE:   14 02:52:11   -11865.503197         0.270599
FIRE:   15 02:53:17   -11865.507457         0.217293
FIRE:   16 02:54:23   -11865.511081         0.158354
FIRE:   17 02:55:28   -11865.513671         0.117586
FIRE:   18 02:56:34   -11865.516159         0.143108
FIRE:   19 02:57:40   -11865.519335         0.193181
FIRE:   20 02:58:46   -11865.523201         0.215997
FIRE:   21 02:59:52   -11865.528348         0.204746
FIRE:   22 03:00:57   -11865.535391         0.170060
FIRE:   23 03:02:03   -11865.544379         0.170523
FIRE:   24 03:03:10   -11865.555900         0.089882
FIRE:   25 03:04:16   -11865.567190         0.104383
FIRE:   26 03:05:22   -11865.576733         0.139890
FIRE:   27 03:06:27   -11865.584218         0.151504
FIRE:   28 03:07:32   -11865.587776         0.281894
FIRE:   29 03:08:39   -11865.592723         0.133235
FIRE:   30 03:09:44   -11865.589707         0.242413
FIRE:   31 03:10:51   -11865.591090         0.186424
FIRE:   32 03:11:57   -11865.592595         0.104749
FIRE:   33 03:13:03   -11865.592876         0.100182
FIRE:   34 03:14:09   -11865.591946         0.128433
FIRE:   35 03:15:14   -11865.592046         0.120436
FIRE:   36 03:16:20   -11865.592227         0.105965
FIRE:   37 03:17:26   -11865.592448         0.091375
FIRE:   38 03:18:32   -11865.592638         0.089912
FIRE:   39 03:19:38   -11865.592747         0.088001
FIRE:   40 03:20:44   -11865.592761         0.085828
FIRE:   41 03:21:50   -11865.592681         0.083324
FIRE:   42 03:22:56   -11865.592528         0.080387
FIRE:   43 03:24:01   -11865.592355         0.076625
FIRE:   44 03:25:07   -11865.592232         0.072601
FIRE:   45 03:26:15   -11865.592170         0.067885
FIRE:   46 03:27:21   -11865.592126         0.062507
FIRE:   47 03:28:27   -11865.591975         0.056433
FIRE:   48 03:29:32   -11865.591628         0.049725
