      Step     Time          Energy          fmax
FIRE:    0 00:33:44   -11866.382619         0.193250
FIRE:    1 00:34:50   -11866.381493         0.170145
FIRE:    2 00:35:57   -11866.379107         0.136168
FIRE:    3 00:37:03   -11866.375558         0.130728
FIRE:    4 00:38:09   -11866.370895         0.123417
FIRE:    5 00:39:15   -11866.365188         0.113977
FIRE:    6 00:40:21   -11866.358509         0.104169
FIRE:    7 00:41:27   -11866.350947         0.094071
FIRE:    8 00:42:33   -11866.341833         0.081346
FIRE:    9 00:43:41   -11866.331338         0.066668
FIRE:   10 00:44:47   -11866.319800         0.061508
FIRE:   11 00:45:53   -11866.307613         0.063487
FIRE:   12 00:46:59   -11866.294922         0.065364
FIRE:   13 00:48:04   -11866.280234         0.218261
FIRE:   14 00:49:09   -11866.252012         0.674055
FIRE:   15 00:50:13   -11866.268015         0.058673
FIRE:   16 00:51:18   -11866.267986         0.058588
FIRE:   17 00:52:23   -11866.267911         0.058414
FIRE:   18 00:53:27   -11866.267739         0.058109
FIRE:   19 00:54:32   -11866.267521         0.057709
FIRE:   20 00:55:36   -11866.267230         0.057191
FIRE:   21 00:56:41   -11866.266901         0.056677
FIRE:   22 00:57:46   -11866.266503         0.056240
FIRE:   23 00:58:53   -11866.265950         0.055506
FIRE:   24 00:59:59   -11866.265219         0.054594
FIRE:   25 01:01:05   -11866.264318         0.053414
FIRE:   26 01:02:10   -11866.263105         0.051635
FIRE:   27 01:03:14   -11866.261520         0.049521
