      Step     Time          Energy          fmax
FIRE:    0 03:30:40   -11865.591628         0.738552
FIRE:    1 03:31:46   -11865.583183         0.721242
FIRE:    2 03:32:52   -11865.566876         0.614146
FIRE:    3 03:33:58   -11865.544883         0.508909
FIRE:    4 03:35:05   -11865.519836         0.634940
FIRE:    5 03:36:11   -11865.494999         0.377004
FIRE:    6 03:37:17   -11865.473725         0.460539
FIRE:    7 03:38:23   -11865.473876         0.426570
FIRE:    8 03:39:29   -11865.474108         0.365508
FIRE:    9 03:40:35   -11865.474365         0.290935
FIRE:   10 03:41:42   -11865.474548         0.220307
FIRE:   11 03:42:49   -11865.474614         0.172644
FIRE:   12 03:43:55   -11865.474546         0.191079
FIRE:   13 03:45:00   -11865.474366         0.170035
FIRE:   14 03:46:06   -11865.474059         0.224502
FIRE:   15 03:47:13   -11865.473650         0.264304
FIRE:   16 03:48:19   -11865.473152         0.278094
FIRE:   17 03:49:25   -11865.472524         0.252093
FIRE:   18 03:50:31   -11865.471784         0.175725
FIRE:   19 03:51:37   -11865.470969         0.108542
FIRE:   20 03:52:45   -11865.470197         0.142695
FIRE:   21 03:53:52   -11865.469646         0.138774
FIRE:   22 03:54:58   -11865.469465         0.160425
FIRE:   23 03:56:04   -11865.469826         0.165969
FIRE:   24 03:57:10   -11865.470871         0.103226
FIRE:   25 03:58:17   -11865.472605         0.089482
FIRE:   26 03:59:24   -11865.474705         0.094117
FIRE:   27 04:00:32   -11865.476603         0.140425
FIRE:   28 04:01:38   -11865.476829         0.059798
FIRE:   29 04:02:44   -11865.476628         0.103108
FIRE:   30 04:03:52   -11865.476708         0.081741
FIRE:   31 04:04:58   -11865.476785         0.053122
FIRE:   32 04:06:05   -11865.476795         0.051619
FIRE:   33 04:07:12   -11865.476744         0.049287
