      Step     Time          Energy          fmax
FIRE:    0 23:24:39   -11865.097241         1.939057
FIRE:    1 23:25:46   -11865.165706         1.295291
FIRE:    2 23:26:53   -11865.215550         0.551472
FIRE:    3 23:27:58   -11865.227014         0.967829
FIRE:    4 23:29:03   -11865.229881         1.192758
FIRE:    5 23:30:08   -11865.243141         0.872992
FIRE:    6 23:31:12   -11865.269046         0.620325
FIRE:    7 23:32:17   -11865.295586         0.684017
FIRE:    8 23:33:23   -11865.325157         0.547225
FIRE:    9 23:34:29   -11865.357912         0.613259
FIRE:   10 23:35:34   -11865.413235         0.699124
FIRE:   11 23:36:39   -11865.513208         0.683114
FIRE:   12 23:37:45   -11865.666170         0.793864
FIRE:   13 23:38:52   -11865.830976         1.046772
FIRE:   14 23:39:59   -11865.963475         0.653752
FIRE:   15 23:41:07   -11866.050393         0.875519
FIRE:   16 23:42:11   -11866.095113         0.447065
FIRE:   17 23:43:17   -11866.103764         0.832287
FIRE:   18 23:44:24   -11866.115957         0.567633
FIRE:   19 23:45:29   -11866.128914         0.369862
FIRE:   20 23:46:35   -11866.133363         0.318853
FIRE:   21 23:47:41   -11866.134047         0.545591
FIRE:   22 23:48:46   -11866.140509         0.551713
FIRE:   23 23:49:50   -11866.153358         0.353689
FIRE:   24 23:50:55   -11866.165399         0.265203
FIRE:   25 23:51:58   -11866.172997         0.376395
FIRE:   26 23:53:05   -11866.182069         0.471383
FIRE:   27 23:54:12   -11866.198009         0.229697
FIRE:   28 23:55:17   -11866.211893         0.259122
FIRE:   29 23:56:22   -11866.226343         0.392423
FIRE:   30 23:57:29   -11866.241225         0.125722
FIRE:   31 23:58:35   -11866.239616         0.395786
FIRE:   32 23:59:40   -11866.237454         0.146559
FIRE:   33 00:00:46   -11866.234634         0.371065
FIRE:   34 00:01:54   -11866.231048         0.250558
FIRE:   35 00:03:00   -11866.226641         0.238284
FIRE:   36 00:04:08   -11866.221390         0.357711
FIRE:   37 00:05:14   -11866.221466         0.094156
FIRE:   38 00:06:19   -11866.221536         0.230871
FIRE:   39 00:07:24   -11866.221548         0.184364
FIRE:   40 00:08:29   -11866.221573         0.109570
FIRE:   41 00:09:35   -11866.221602         0.089077
FIRE:   42 00:10:41   -11866.221634         0.101712
FIRE:   43 00:11:47   -11866.221644         0.097090
FIRE:   44 00:12:52   -11866.221645         0.088667
FIRE:   45 00:13:59   -11866.221651         0.086661
FIRE:   46 00:15:05   -11866.221664         0.086316
FIRE:   47 00:16:11   -11866.221671         0.085905
FIRE:   48 00:17:17   -11866.221679         0.085355
FIRE:   49 00:18:21   -11866.221698         0.084669
FIRE:   50 00:19:26   -11866.221721         0.083870
FIRE:   51 00:20:32   -11866.221729         0.082787
FIRE:   52 00:21:38   -11866.221766         0.081527
FIRE:   53 00:22:44   -11866.221796         0.079970
FIRE:   54 00:23:49   -11866.221840         0.078183
FIRE:   55 00:24:56   -11866.221889         0.075920
FIRE:   56 00:26:01   -11866.221946         0.073156
FIRE:   57 00:27:06   -11866.222004         0.069983
FIRE:   58 00:28:13   -11866.222084         0.066249
FIRE:   59 00:29:20   -11866.222163         0.061891
FIRE:   60 00:30:26   -11866.222252         0.056828
FIRE:   61 00:31:32   -11866.222349         0.051211
FIRE:   62 00:32:38   -11866.222435         0.046387
