      Step     Time          Energy          fmax
FIRE:    0 01:45:33   -11866.051451         0.449167
FIRE:    1 01:46:39   -11866.048650         0.378892
FIRE:    2 01:47:43   -11866.043002         0.276124
FIRE:    3 01:48:48   -11866.034475         0.214078
FIRE:    4 01:49:54   -11866.023107         0.203881
FIRE:    5 01:50:59   -11866.009017         0.173706
FIRE:    6 01:52:05   -11865.992333         0.150862
FIRE:    7 01:53:11   -11865.973304         0.141436
FIRE:    8 01:54:17   -11865.949854         0.124425
FIRE:    9 01:55:22   -11865.921546         0.105402
FIRE:   10 01:56:28   -11865.888338         0.101691
FIRE:   11 01:57:34   -11865.850781         0.110418
FIRE:   12 01:58:41   -11865.809924         0.112116
FIRE:   13 01:59:46   -11865.767296         0.155779
FIRE:   14 02:00:52   -11865.723327         0.653995
FIRE:   15 02:01:57   -11865.726227         0.096862
FIRE:   16 02:03:02   -11865.726392         0.096154
FIRE:   17 02:04:07   -11865.726701         0.094926
FIRE:   18 02:05:13   -11865.727185         0.093268
FIRE:   19 02:06:18   -11865.727788         0.090695
FIRE:   20 02:07:23   -11865.728544         0.088533
FIRE:   21 02:08:28   -11865.729461         0.087377
FIRE:   22 02:09:33   -11865.730508         0.086014
FIRE:   23 02:10:38   -11865.731818         0.084425
FIRE:   24 02:11:43   -11865.733437         0.082567
FIRE:   25 02:12:47   -11865.735426         0.080361
FIRE:   26 02:13:52   -11865.737834         0.077848
FIRE:   27 02:14:58   -11865.740714         0.075059
FIRE:   28 02:16:03   -11865.744148         0.072305
FIRE:   29 02:17:08   -11865.748149         0.069691
FIRE:   30 02:18:13   -11865.752685         0.067488
FIRE:   31 02:19:18   -11865.757719         0.065303
FIRE:   32 02:20:24   -11865.762947         0.063384
FIRE:   33 02:21:28   -11865.768031         0.081086
FIRE:   34 02:22:36   -11865.772339         0.152314
FIRE:   35 02:23:42   -11865.775293         0.367159
FIRE:   36 02:24:47   -11865.775808         0.867547
FIRE:   37 02:25:53   -11865.776806         0.050189
FIRE:   38 02:27:01   -11865.775244         0.778569
FIRE:   39 02:28:06   -11865.775617         0.586347
FIRE:   40 02:29:12   -11865.775990         0.250698
FIRE:   41 02:30:17   -11865.775906         0.148050
FIRE:   42 02:31:23   -11865.775893         0.139188
FIRE:   43 02:32:29   -11865.775890         0.120876
FIRE:   44 02:33:34   -11865.775865         0.096951
FIRE:   45 02:34:39   -11865.775840         0.066693
FIRE:   46 02:35:47   -11865.775790         0.049388
