      Step     Time          Energy          fmax
FIRE:    0 21:43:38   -11864.578532         3.630886
FIRE:    1 21:44:43   -11864.782953         2.871156
FIRE:    2 21:45:48   -11865.029166         2.410875
FIRE:    3 21:46:53   -11865.183599         3.404793
FIRE:    4 21:47:58   -11865.150071         4.829254
FIRE:    5 21:49:02   -11865.185781         3.778587
FIRE:    6 21:50:10   -11865.238808         2.152689
FIRE:    7 21:51:14   -11865.284634         2.089780
FIRE:    8 21:52:19   -11865.307594         2.012948
FIRE:    9 21:53:23   -11865.309497         1.871144
FIRE:   10 21:54:29   -11865.304454         1.945234
FIRE:   11 21:55:35   -11865.305679         1.830148
FIRE:   12 21:56:41   -11865.321136         1.559190
FIRE:   13 21:57:47   -11865.351084         1.221653
FIRE:   14 21:58:52   -11865.384607         1.171185
FIRE:   15 21:59:58   -11865.404587         1.880461
FIRE:   16 22:01:04   -11865.410218         1.213574
FIRE:   17 22:02:08   -11865.424518         1.205030
FIRE:   18 22:03:13   -11865.429210         1.073729
FIRE:   19 22:04:19   -11865.437001         0.828772
FIRE:   20 22:05:24   -11865.445441         0.534783
FIRE:   21 22:06:30   -11865.452111         0.507460
FIRE:   22 22:07:34   -11865.455795         0.553064
FIRE:   23 22:08:39   -11865.456912         0.523741
FIRE:   24 22:09:44   -11865.457237         0.536663
FIRE:   25 22:10:49   -11865.458729         0.616789
FIRE:   26 22:11:53   -11865.462871         0.594988
FIRE:   27 22:12:58   -11865.470008         0.463356
FIRE:   28 22:14:04   -11865.478528         0.427871
FIRE:   29 22:15:10   -11865.485940         0.482097
FIRE:   30 22:16:17   -11865.492037         0.399842
FIRE:   31 22:17:23   -11865.500039         0.427081
FIRE:   32 22:18:29   -11865.511915         0.435174
FIRE:   33 22:19:32   -11865.524719         0.246328
FIRE:   34 22:20:36   -11865.537012         0.325295
FIRE:   35 22:21:40   -11865.551087         0.340988
FIRE:   36 22:22:47   -11865.567158         0.273821
FIRE:   37 22:23:51   -11865.584342         0.234300
FIRE:   38 22:24:55   -11865.602167         0.293148
FIRE:   39 22:26:00   -11865.624413         0.198716
FIRE:   40 22:27:06   -11865.649319         0.290222
FIRE:   41 22:28:12   -11865.673130         0.816249
FIRE:   42 22:29:19   -11865.690467         0.296125
FIRE:   43 22:30:25   -11865.692302         0.264173
FIRE:   44 22:31:32   -11865.694521         0.266141
FIRE:   45 22:32:38   -11865.696302         0.269471
FIRE:   46 22:33:45   -11865.696536         0.269792
FIRE:   47 22:34:51   -11865.696978         0.270514
FIRE:   48 22:35:58   -11865.697590         0.271557
FIRE:   49 22:37:04   -11865.698356         0.272932
FIRE:   50 22:38:12   -11865.699252         0.274673
FIRE:   51 22:39:18   -11865.700273         0.276820
FIRE:   52 22:40:26   -11865.701460         0.279180
FIRE:   53 22:41:33   -11865.703001         0.282070
FIRE:   54 22:42:39   -11865.704990         0.285789
FIRE:   55 22:43:46   -11865.707529         0.290361
FIRE:   56 22:44:52   -11865.710773         0.296127
FIRE:   57 22:45:57   -11865.714869         0.303723
FIRE:   58 22:47:06   -11865.720125         0.314038
FIRE:   59 22:48:12   -11865.726978         0.328719
FIRE:   60 22:49:19   -11865.736048         0.350708
FIRE:   61 22:50:25   -11865.748212         0.384428
FIRE:   62 22:51:31   -11865.765081         0.433365
FIRE:   63 22:52:37   -11865.789208         0.491483
FIRE:   64 22:53:43   -11865.823511         0.531945
FIRE:   65 22:54:51   -11865.869546         0.505100
FIRE:   66 22:55:57   -11865.921188         0.349750
FIRE:   67 22:57:03   -11865.956542         0.502175
FIRE:   68 22:58:09   -11865.957186         0.918361
FIRE:   69 22:59:16   -11865.963686         0.801036
FIRE:   70 23:00:22   -11865.973237         0.599969
FIRE:   71 23:01:29   -11865.981651         0.367784
FIRE:   72 23:02:35   -11865.986758         0.266623
FIRE:   73 23:03:42   -11865.988899         0.337105
FIRE:   74 23:04:47   -11865.989559         0.321182
FIRE:   75 23:05:53   -11865.990009         0.270931
FIRE:   76 23:06:59   -11865.991141         0.229286
FIRE:   77 23:08:05   -11865.993519         0.244248
FIRE:   78 23:09:11   -11865.997464         0.223359
FIRE:   79 23:10:19   -11866.002897         0.163373
FIRE:   80 23:11:25   -11866.009393         0.136266
FIRE:   81 23:12:32   -11866.016426         0.101574
FIRE:   82 23:13:38   -11866.023780         0.104974
FIRE:   83 23:14:44   -11866.030911         0.115463
FIRE:   84 23:15:49   -11866.036156         0.104287
FIRE:   85 23:16:55   -11866.040866         0.119466
FIRE:   86 23:18:02   -11866.047678         0.113113
FIRE:   87 23:19:08   -11866.051220         0.253250
FIRE:   88 23:20:14   -11866.053841         0.077041
FIRE:   89 23:21:21   -11866.054021         0.071637
FIRE:   90 23:22:27   -11866.054328         0.061713
FIRE:   91 23:23:32   -11866.054704         0.048936
