      Step     Time          Energy          fmax
FIRE:    0 00:35:21   -11864.578532         3.642360
FIRE:    1 00:36:10   -11864.782954         2.870872
FIRE:    2 00:36:56   -11865.029191         2.407401
FIRE:    3 00:37:40   -11865.183575         3.420662
FIRE:    4 00:38:26   -11865.149576         4.842759
FIRE:    5 00:39:11   -11865.185455         3.786428
FIRE:    6 00:40:01   -11865.238631         2.154321
FIRE:    7 00:40:47   -11865.284643         1.979722
FIRE:    8 00:41:33   -11865.307675         1.889517
FIRE:    9 00:42:20   -11865.309583         1.742232
FIRE:   10 00:43:06   -11865.304529         1.941274
FIRE:   11 00:43:51   -11865.305786         1.824236
FIRE:   12 00:44:39   -11865.321340         1.566756
FIRE:   13 00:45:26   -11865.351452         1.232224
FIRE:   14 00:46:12   -11865.385412         1.163525
FIRE:   15 00:47:00   -11865.405953         1.863983
FIRE:   16 00:47:46   -11865.411933         1.196430
FIRE:   17 00:48:34   -11865.426725         1.069129
FIRE:   18 00:49:19   -11865.431487         0.961849
FIRE:   19 00:50:06   -11865.439472         0.760762
FIRE:   20 00:50:51   -11865.448191         0.517175
FIRE:   21 00:51:39   -11865.455199         0.459462
FIRE:   22 00:52:25   -11865.459289         0.472398
FIRE:   23 00:53:13   -11865.460873         0.431848
FIRE:   24 00:54:00   -11865.461725         0.539257
FIRE:   25 00:54:45   -11865.463809         0.619627
FIRE:   26 00:55:31   -11865.468630         0.598042
FIRE:   27 00:56:20   -11865.476511         0.468127
FIRE:   28 00:57:07   -11865.485968         0.365569
FIRE:   29 00:57:53   -11865.494549         0.412251
FIRE:   30 00:58:43   -11865.501988         0.385664
FIRE:   31 00:59:30   -11865.511484         0.422284
FIRE:   32 01:00:16   -11865.525009         0.366845
FIRE:   33 01:01:02   -11865.539757         0.231356
FIRE:   34 01:01:50   -11865.554350         0.309826
FIRE:   35 01:02:39   -11865.570950         0.294388
FIRE:   36 01:03:24   -11865.590207         0.275131
FIRE:   37 01:04:08   -11865.611798         0.247073
FIRE:   38 01:04:53   -11865.636943         0.299314
FIRE:   39 01:05:39   -11865.672444         0.295211
FIRE:   40 01:06:26   -11865.724616         0.398352
FIRE:   41 01:07:17   -11865.809261         0.672083
FIRE:   42 01:08:02   -11865.836765         0.677076
FIRE:   43 01:08:49   -11865.840971         0.681209
FIRE:   44 01:09:39   -11865.848278         0.688700
FIRE:   45 01:10:27   -11865.858156         0.697759
FIRE:   46 01:11:13   -11865.871159         0.704303
FIRE:   47 01:11:59   -11865.887878         0.703259
FIRE:   48 01:12:47   -11865.907860         0.688451
FIRE:   49 01:13:34   -11865.929898         0.651860
FIRE:   50 01:14:24   -11865.955356         0.574260
FIRE:   51 01:15:10   -11865.982482         0.436765
FIRE:   52 01:15:55   -11866.006105         0.314752
FIRE:   53 01:16:44   -11866.020034         0.413740
FIRE:   54 01:17:31   -11866.025234         0.697364
FIRE:   55 01:18:18   -11866.027275         0.653814
FIRE:   56 01:19:01   -11866.030891         0.572655
FIRE:   57 01:19:46   -11866.035293         0.464302
FIRE:   58 01:20:32   -11866.039733         0.341400
FIRE:   59 01:21:23   -11866.043688         0.219902
FIRE:   60 01:22:07   -11866.046996         0.200859
FIRE:   61 01:22:55   -11866.049775         0.236517
FIRE:   62 01:23:41   -11866.052505         0.255194
FIRE:   63 01:24:30   -11866.055451         0.245242
FIRE:   64 01:25:18   -11866.058968         0.220082
FIRE:   65 01:26:06   -11866.063303         0.193788
