      Step     Time          Energy          fmax
FIRE:    0 23:07:09  -263919.149640         0.183162
FIRE:    1 23:28:48  -263919.149780         0.144430
FIRE:    2 23:51:04  -263919.150060         0.136988
FIRE:    3 00:13:11  -263919.150450         0.134591
FIRE:    4 00:38:09  -263919.150930         0.130335
FIRE:    5 00:59:17  -263919.151460         0.126151
FIRE:    6 01:18:36  -263919.151980         0.106679
FIRE:    7 01:39:39  -263919.152530         0.075550
FIRE:    8 02:00:35  -263919.153070         0.110449
FIRE:    9 02:21:35  -263919.153600         0.072752
FIRE:   10 02:44:38  -263919.154100         0.098853
FIRE:   11 03:07:30  -263919.154600         0.076340
FIRE:   12 03:27:39  -263919.154970         0.285291
FIRE:   13 03:48:10  -263919.155060         0.042755
