      Step     Time          Energy          fmax
FIRE:    0 16:46:10  -263919.093820         1.732634
FIRE:    1 17:05:52  -263919.129650         0.745760
FIRE:    2 17:25:16  -263919.137310         0.988386
FIRE:    3 17:45:48  -263919.137550         0.850591
FIRE:    4 18:10:45  -263919.137970         0.607344
FIRE:    5 18:33:16  -263919.138570         0.397329
FIRE:    6 18:55:02  -263919.139380         0.489734
FIRE:    7 19:14:36  -263919.140370         0.673370
FIRE:    8 19:34:50  -263919.141440         0.714477
FIRE:    9 19:55:38  -263919.142540         0.570721
FIRE:   10 20:15:15  -263919.143800         0.250774
FIRE:   11 20:35:51  -263919.145230         0.214035
FIRE:   12 20:57:25  -263919.146740         0.489542
FIRE:   13 21:19:07  -263919.148260         0.493083
FIRE:   14 21:41:24  -263919.149640         0.183162
