      Step     Time          Energy          fmax
FIRE:    0 00:26:23  -318553.378770        13.939662
FIRE:    1 00:31:40  -318553.687010        10.254605
FIRE:    2 00:36:45  -318554.039360        13.964331
FIRE:    3 00:42:44  -318554.137820        10.670102
FIRE:    4 00:47:27  -318554.341900        10.724756
FIRE:    5 00:53:02  -318554.650430         9.103235
FIRE:    6 00:58:34  -318555.071950         6.089868
FIRE:    7 01:03:31  -318555.642630        18.246998
FIRE:    8 01:08:11  -318555.670690        15.758956
FIRE:    9 01:12:50  -318555.727130        11.357576
FIRE:   10 01:17:34  -318555.813790         6.018058
FIRE:   11 01:22:27  -318555.935630         5.021253
FIRE:   12 01:27:26  -318556.099610         4.976748
FIRE:   13 01:32:23  -318556.219290         5.685373
FIRE:   14 01:36:53  -318556.245330         6.978615
FIRE:   15 01:42:01  -318556.274640         7.322922
FIRE:   16 01:47:12  -318556.306910         6.534019
FIRE:   17 01:52:03  -318556.341570         4.052662
FIRE:   18 01:56:44  -318556.378180         3.331476
FIRE:   19 02:01:09  -318556.408230         7.742103
FIRE:   20 02:06:10  -318556.409180         6.676079
FIRE:   21 02:11:28  -318556.411070         4.803798
FIRE:   22 02:16:30  -318556.413910         2.661424
FIRE:   23 02:21:21  -318556.417870         2.560238
FIRE:   24 02:25:57  -318556.423030         2.432182
FIRE:   25 02:30:51  -318556.429130         2.862819
FIRE:   26 02:35:17  -318556.436030         3.571590
FIRE:   27 02:40:04  -318556.444000         3.766028
FIRE:   28 02:45:00  -318556.453420         3.360550
FIRE:   29 02:49:58  -318556.464300         2.224379
FIRE:   30 02:55:31  -318556.477060         1.532002
FIRE:   31 02:59:57  -318556.492270         2.091663
FIRE:   32 03:04:45  -318556.509290         3.266669
FIRE:   33 03:09:26  -318556.527730         2.325165
FIRE:   34 03:14:21  -318556.547400         0.693879
FIRE:   35 03:18:50  -318556.569900         2.396796
FIRE:   36 03:23:56  -318556.593020         2.097181
FIRE:   37 03:28:14  -318556.616780         0.881529
FIRE:   38 03:33:20  -318556.641960         2.339190
FIRE:   39 03:38:03  -318556.666160         0.738120
FIRE:   40 03:42:47  -318556.689870         1.956773
FIRE:   41 03:47:35  -318556.708610         0.968038
FIRE:   42 03:53:06  -318556.719410         0.945598
FIRE:   43 03:58:17  -318556.717220         2.425637
FIRE:   44 04:03:01  -318556.718560         1.042578
FIRE:   45 04:08:13  -318556.721240         1.269440
FIRE:   46 04:13:04  -318556.721530         1.063517
FIRE:   47 04:18:08  -318556.722110         0.695480
FIRE:   48 04:22:55  -318556.722990         0.461681
FIRE:   49 04:27:51  -318556.724140         0.444780
FIRE:   50 04:32:55  -318556.725570         0.696778
FIRE:   51 04:37:29  -318556.727200         0.834965
FIRE:   52 04:42:01  -318556.728950         0.787580
FIRE:   53 04:46:59  -318556.731040         0.535716
FIRE:   54 04:51:38  -318556.733480         0.332571
FIRE:   55 04:56:41  -318556.736290         0.506546
FIRE:   56 05:02:19  -318556.739520         0.690396
FIRE:   57 05:07:15  -318556.743070         0.451481
FIRE:   58 05:11:58  -318556.746940         0.291905
FIRE:   59 05:16:38  -318556.751180         0.607468
FIRE:   60 05:21:14  -318556.755820         0.272936
FIRE:   61 05:25:56  -318556.760850         0.571641
FIRE:   62 05:30:25  -318556.766210         0.320447
FIRE:   63 05:34:33  -318556.771720         0.678717
FIRE:   64 05:38:53  -318556.777410         0.210365
FIRE:   65 05:43:50  -318556.782880         0.682587
FIRE:   66 05:48:30  -318556.788020         0.893007
FIRE:   67 05:53:14  -318556.792270         0.822019
FIRE:   68 05:58:23  -318556.795450         1.089591
FIRE:   69 06:02:53  -318556.795800         0.231501
FIRE:   70 06:07:46  -318556.796520         0.889841
FIRE:   71 06:12:03  -318556.796590         0.701696
FIRE:   72 06:16:32  -318556.796760         0.375135
FIRE:   73 06:21:31  -318556.797020         0.166790
