      Step     Time          Energy          fmax
FIRE:    0 07:05:48  -318556.799270         2.089508
FIRE:    1 07:10:19  -318556.802000         1.764150
FIRE:    2 07:15:52  -318556.806340         1.091645
FIRE:    3 07:21:04  -318556.811200         1.287566
FIRE:    4 07:26:02  -318556.816290         1.373481
FIRE:    5 07:30:37  -318556.816540         1.221516
FIRE:    6 07:35:50  -318556.817010         0.941015
FIRE:    7 07:40:31  -318556.817700         0.595734
FIRE:    8 07:45:48  -318556.818620         0.259969
FIRE:    9 07:50:46  -318556.819740         0.280850
FIRE:   10 07:55:56  -318556.821110         0.415999
FIRE:   11 08:00:40  -318556.822580         0.520588
FIRE:   12 08:05:56  -318556.824240         0.532366
FIRE:   13 08:10:37  -318556.826220         0.479983
FIRE:   14 08:16:07  -318556.828370         0.350085
FIRE:   15 08:21:09  -318556.830710         0.215405
FIRE:   16 08:25:58  -318556.833780         0.494056
FIRE:   17 08:30:47  -318556.837200         0.521082
FIRE:   18 08:35:42  -318556.841210         0.279552
FIRE:   19 08:40:56  -318556.845250         0.268614
FIRE:   20 08:45:55  -318556.849440         0.492400
FIRE:   21 08:51:06  -318556.853430         0.229508
FIRE:   22 08:56:04  -318556.856770         0.406602
FIRE:   23 09:01:07  -318556.859040         0.517572
FIRE:   24 09:06:22  -318556.859830         2.617535
FIRE:   25 09:11:08  -318556.860200         1.358152
FIRE:   26 09:15:58  -318556.860290         0.772028
FIRE:   27 09:20:41  -318556.860480         0.120110
